StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,faculty
7011,8.4,1,3,2,90,4.8,Yes,Yes,74,81,Placed,Computer Science
7012,6.5,0,1,0,65,4.5,No,No,59,69,NotPlaced,Mechanical Engineering
7013,7.6,1,1,0,84,3.7,No,No,56,70,NotPlaced,Electrical Engineering
7014,8.1,1,3,0,85,3.7,Yes,Yes,55,79,Placed,Mechanical Engineering
7015,6.6,0,1,0,71,3.8,Yes,Yes,60,71,NotPlaced,Computer Science
7016,7.8,1,1,1,76,3.8,No,Yes,55,66,NotPlaced,Mechanical Engineering
7017,7.9,2,3,0,90,4.8,Yes,Yes,88,84,Placed,Mechanical Engineering
7018,7.3,1,1,0,73,3.8,No,No,64,59,NotPlaced,Biotechnology
7019,7.4,1,2,1,67,3.1,No,Yes,55,71,NotPlaced,Computer Science
7020,8.2,0,3,2,90,4.7,Yes,Yes,67,83,Placed,Business Administration
7021,6.6,1,1,0,63,3.8,No,No,59,63,NotPlaced,Biotechnology
7022,8.1,2,3,2,81,4.5,Yes,Yes,76,71,Placed,Mechanical Engineering
7023,8.3,2,1,2,79,4.2,Yes,Yes,58,87,Placed,Computer Science
7024,7.3,0,1,0,70,4.4,Yes,No,67,67,NotPlaced,Computer Science
7025,8.3,1,2,0,84,4.2,Yes,Yes,82,81,Placed,Business Administration
7026,6.8,1,1,0,60,3.7,No,No,64,64,NotPlaced,Electrical Engineering
7027,6.5,1,1,0,65,3.7,No,No,55,62,NotPlaced,Business Administration
7028,8.5,2,3,1,89,4.5,No,No,55,84,Placed,Mechanical Engineering
7029,6.5,2,1,2,73,4.2,No,No,74,59,NotPlaced,Electrical Engineering
7030,8.3,1,1,0,69,4.8,Yes,No,83,67,Placed,Biotechnology
7031,6.5,1,1,1,75,4.5,No,No,55,65,NotPlaced,Computer Science
7032,7.8,1,1,1,90,3.9,No,Yes,81,67,Placed,Computer Science
7033,7.5,1,1,0,85,4.1,Yes,Yes,74,86,NotPlaced,Computer Science
7034,7.4,1,3,1,78,3.9,No,Yes,55,71,NotPlaced,Computer Science
7035,7.6,1,3,0,81,4.3,Yes,Yes,80,82,Placed,Electrical Engineering
7036,8.3,1,2,2,79,4.6,Yes,Yes,75,73,Placed,Business Administration
7037,6.5,0,1,0,75,4.2,No,No,55,67,NotPlaced,Computer Science
7038,7.8,1,3,1,70,4.3,No,No,65,61,NotPlaced,Business Administration
7039,7.5,1,2,0,90,4.6,No,Yes,65,68,NotPlaced,Mechanical Engineering
7040,7.3,1,2,1,66,3.7,No,No,55,74,NotPlaced,Computer Science
7041,8.6,1,3,2,70,4.3,Yes,Yes,80,87,Placed,Business Administration
7042,7.6,1,2,0,87,4.2,Yes,Yes,56,72,NotPlaced,Computer Science
7043,7.4,1,3,0,83,4.7,No,Yes,55,69,NotPlaced,Civil Engineering
7044,7.9,1,3,2,83,4.7,Yes,Yes,90,86,Placed,Civil Engineering
7045,8.6,1,3,2,86,4.7,Yes,Yes,82,85,Placed,Computer Science
7046,7.9,2,3,2,90,4.8,Yes,Yes,70,86,Placed,Computer Science
7047,6.5,1,1,1,61,4.2,No,Yes,64,69,NotPlaced,Biotechnology
7048,7.8,2,3,2,83,4.7,Yes,Yes,78,85,Placed,Mechanical Engineering
7049,6.7,0,1,0,68,3.5,No,No,63,68,NotPlaced,Civil Engineering
7050,7.7,1,2,0,83,4.0,Yes,Yes,68,69,NotPlaced,Computer Science
7051,8.0,2,2,0,84,4.7,Yes,Yes,64,88,Placed,Electrical Engineering
7052,6.5,1,1,0,76,3.7,No,No,67,65,NotPlaced,Computer Science
7053,7.9,2,3,2,90,4.5,Yes,No,78,84,NotPlaced,Computer Science
7054,7.9,1,1,2,74,3.5,No,No,88,72,NotPlaced,Computer Science
7055,8.2,2,3,2,87,4.8,No,Yes,65,66,Placed,Computer Science
7056,6.5,2,1,2,85,4.7,No,Yes,66,85,NotPlaced,Biotechnology
7057,7.9,2,3,2,90,4.8,Yes,Yes,70,83,Placed,Computer Science
7058,7.6,1,2,1,72,4.0,No,Yes,81,78,NotPlaced,Civil Engineering
7059,7.6,1,1,1,70,3.9,No,Yes,59,63,NotPlaced,Electrical Engineering
7060,7.5,1,1,1,70,4.0,Yes,Yes,55,64,NotPlaced,Mechanical Engineering
7061,7.3,2,2,1,76,3.8,No,Yes,55,72,Placed,Mechanical Engineering
7062,7.8,0,1,0,71,4.3,No,No,55,66,NotPlaced,Computer Science
7063,8.1,1,1,1,83,4.7,Yes,Yes,75,83,NotPlaced,Computer Science
7064,6.9,0,2,2,75,4.3,Yes,Yes,55,70,NotPlaced,Computer Science
7065,6.8,0,1,0,78,4.7,Yes,Yes,64,68,NotPlaced,Computer Science
7066,6.9,1,1,1,60,3.3,No,No,58,62,NotPlaced,Computer Science
7067,7.6,1,3,0,82,4.8,Yes,Yes,61,75,Placed,Business Administration
7068,8.5,2,3,2,90,4.8,Yes,Yes,83,86,Placed,Computer Science
7069,8.5,0,3,2,77,4.8,Yes,Yes,81,84,Placed,Business Administration
7070,7.8,1,1,1,74,3.4,Yes,Yes,65,66,NotPlaced,Computer Science
7071,8.0,1,3,2,78,4.2,Yes,No,78,85,NotPlaced,Civil Engineering
7072,7.4,1,1,0,69,3.6,No,Yes,55,70,NotPlaced,Computer Science
7073,7.4,1,2,1,77,4.3,No,Yes,55,64,NotPlaced,Mechanical Engineering
7074,8.7,1,3,1,90,4.7,Yes,Yes,83,88,Placed,Computer Science
7075,8.1,1,2,1,77,4.4,No,Yes,55,68,NotPlaced,Computer Science
7076,8.5,1,2,2,90,4.8,Yes,Yes,80,83,Placed,Mechanical Engineering
7077,8.0,0,1,1,86,4.0,No,Yes,55,74,NotPlaced,Mechanical Engineering
7078,8.0,2,3,2,90,4.7,Yes,Yes,74,87,NotPlaced,Mechanical Engineering
7079,8.5,2,2,1,87,4.4,Yes,Yes,81,82,Placed,Computer Science
7080,7.6,1,3,0,81,4.2,No,Yes,83,69,Placed,Computer Science
7081,7.8,1,3,0,76,4.7,Yes,Yes,57,82,Placed,Biotechnology
7082,8.8,0,3,0,90,4.4,Yes,Yes,78,85,NotPlaced,Computer Science
7083,6.5,1,3,1,87,4.7,No,Yes,55,67,NotPlaced,Computer Science
7084,7.7,0,3,0,90,4.8,Yes,Yes,76,80,NotPlaced,Computer Science
7085,6.7,1,1,1,77,4.7,Yes,No,69,70,NotPlaced,Business Administration
7086,7.6,1,2,0,77,4.0,No,Yes,66,73,NotPlaced,Civil Engineering
7087,7.4,0,1,0,77,3.8,Yes,Yes,58,66,NotPlaced,Computer Science
7088,8.3,2,3,2,90,4.8,Yes,Yes,77,86,Placed,Electrical Engineering
7089,7.6,1,1,0,81,4.2,Yes,No,55,82,NotPlaced,Biotechnology
7090,7.6,1,2,1,90,3.8,Yes,Yes,74,86,NotPlaced,Civil Engineering
7091,8.0,0,3,2,81,4.5,Yes,Yes,85,88,Placed,Business Administration
7092,7.8,1,2,0,76,4.0,Yes,Yes,63,88,NotPlaced,Biotechnology
7093,8.5,0,2,0,89,4.5,Yes,Yes,70,83,NotPlaced,Biotechnology
7094,7.5,1,1,0,87,4.6,No,No,58,65,Placed,Mechanical Engineering
7095,6.5,0,1,0,66,3.5,No,No,61,66,NotPlaced,Biotechnology
7096,7.1,1,1,2,73,4.2,Yes,No,78,62,NotPlaced,Business Administration
7097,8.2,2,3,2,90,4.8,Yes,Yes,84,88,Placed,Civil Engineering
7098,6.8,0,1,0,86,4.0,No,No,55,71,NotPlaced,Business Administration
7099,7.6,1,3,2,90,4.8,Yes,Yes,60,83,NotPlaced,Computer Science
7100,8.3,1,3,0,88,4.8,Yes,Yes,73,85,Placed,Business Administration
7101,6.5,0,2,0,75,4.3,No,Yes,82,70,NotPlaced,Computer Science
7102,7.8,0,3,3,71,4.8,Yes,Yes,72,66,Placed,Electrical Engineering
7103,8.5,1,1,0,79,4.1,Yes,Yes,75,66,NotPlaced,Computer Science
7104,8.6,2,3,2,89,4.8,Yes,Yes,86,86,Placed,Business Administration
7105,7.0,1,1,0,65,3.8,No,No,62,63,NotPlaced,Biotechnology
7106,8.2,2,3,2,89,4.0,Yes,No,77,82,Placed,Computer Science
7107,8.4,1,3,2,90,4.8,Yes,Yes,72,87,Placed,Biotechnology
7108,8.0,2,3,2,83,4.5,Yes,Yes,79,87,Placed,Civil Engineering
7109,7.5,2,1,0,77,4.3,No,No,69,69,NotPlaced,Computer Science
7110,6.5,2,2,0,68,4.0,Yes,No,69,69,NotPlaced,Business Administration
7111,8.5,2,3,0,87,4.8,Yes,Yes,74,86,Placed,Biotechnology
7112,8.2,1,1,0,73,4.5,No,Yes,55,68,NotPlaced,Biotechnology
7113,8.4,1,1,0,80,4.6,No,Yes,71,72,Placed,Electrical Engineering
7114,8.2,1,3,1,86,4.5,No,Yes,65,82,Placed,Business Administration
7115,6.9,1,3,2,78,3.8,Yes,Yes,75,74,NotPlaced,Mechanical Engineering
7116,8.0,2,3,2,90,4.7,Yes,Yes,79,83,Placed,Mechanical Engineering
7117,7.8,2,1,1,78,4.1,Yes,Yes,62,61,Placed,Biotechnology
7118,7.6,1,3,1,75,3.9,Yes,Yes,81,66,Placed,Civil Engineering
7119,8.4,1,2,0,77,4.1,No,No,56,62,NotPlaced,Mechanical Engineering
7120,7.5,1,1,0,65,3.3,Yes,Yes,55,64,NotPlaced,Computer Science
7121,8.2,2,3,2,90,4.8,Yes,Yes,86,76,Placed,Business Administration
7122,7.7,1,3,2,90,4.0,Yes,Yes,80,86,Placed,Computer Science
7123,7.6,1,3,2,90,4.8,Yes,Yes,72,71,Placed,Electrical Engineering
7124,8.6,2,3,2,90,4.8,Yes,Yes,80,82,Placed,Computer Science
7125,7.6,1,3,0,79,4.5,No,No,73,65,NotPlaced,Business Administration
7126,8.4,2,3,2,87,4.7,Yes,Yes,55,75,Placed,Civil Engineering
7127,6.9,0,2,0,65,3.6,No,No,55,67,NotPlaced,Computer Science
7128,7.4,0,1,1,65,4.1,No,Yes,58,69,NotPlaced,Computer Science
7129,6.6,1,1,0,77,4.2,No,No,64,59,NotPlaced,Mechanical Engineering
7130,8.4,1,2,2,89,4.8,Yes,Yes,64,79,Placed,Electrical Engineering
7131,6.6,1,1,0,80,4.2,No,Yes,74,72,NotPlaced,Business Administration
7132,7.3,1,3,0,81,4.8,Yes,Yes,56,66,Placed,Computer Science
7133,8.2,1,3,1,85,4.7,Yes,Yes,76,83,Placed,Biotechnology
7134,8.2,2,2,2,90,4.6,Yes,Yes,68,87,Placed,Business Administration
7135,6.5,0,2,0,84,4.8,No,No,68,69,NotPlaced,Computer Science
7136,7.4,1,1,1,79,4.3,Yes,Yes,61,68,NotPlaced,Mechanical Engineering
7137,8.8,2,2,0,83,4.4,Yes,Yes,68,84,NotPlaced,Computer Science
7138,6.6,0,1,2,81,4.0,No,Yes,64,71,NotPlaced,Mechanical Engineering
7139,8.2,1,2,0,90,4.3,Yes,No,84,80,Placed,Mechanical Engineering
7140,7.5,1,1,1,84,4.4,Yes,Yes,64,68,Placed,Electrical Engineering
7141,7.5,1,1,0,78,4.4,Yes,Yes,77,88,NotPlaced,Mechanical Engineering
7142,8.1,2,3,2,90,4.5,Yes,Yes,81,84,Placed,Computer Science
7143,8.2,0,2,0,67,3.6,No,No,64,70,NotPlaced,Computer Science
7144,8.2,2,3,2,90,4.8,Yes,No,83,86,Placed,Biotechnology
7145,8.5,1,3,0,75,4.8,Yes,Yes,78,64,NotPlaced,Computer Science
7146,8.5,1,3,2,90,4.3,Yes,Yes,76,84,Placed,Electrical Engineering
7147,7.2,1,2,1,65,4.4,No,No,55,74,NotPlaced,Business Administration
7148,8.1,0,2,0,82,4.2,Yes,No,68,75,Placed,Mechanical Engineering
7149,8.3,0,3,2,90,4.8,Yes,Yes,85,85,Placed,Computer Science
7150,8.6,1,3,2,85,4.8,Yes,Yes,82,84,Placed,Computer Science
7151,8.2,2,3,2,90,4.8,Yes,Yes,73,84,Placed,Business Administration
7152,6.5,2,1,3,81,4.2,Yes,No,55,68,NotPlaced,Biotechnology
7153,6.7,1,1,0,67,4.6,No,Yes,57,64,NotPlaced,Electrical Engineering
7154,7.9,2,1,0,88,4.5,Yes,Yes,73,78,NotPlaced,Business Administration
7155,8.0,1,3,2,90,4.5,Yes,Yes,87,70,Placed,Mechanical Engineering
7156,8.2,1,3,0,86,4.5,Yes,Yes,63,72,Placed,Civil Engineering
7157,6.7,2,2,1,71,4.4,No,No,55,67,NotPlaced,Computer Science
7158,7.6,1,1,0,62,3.4,No,No,67,70,NotPlaced,Electrical Engineering
7159,7.4,0,1,0,71,3.7,No,No,55,64,NotPlaced,Electrical Engineering
7160,8.1,2,1,1,78,4.4,Yes,Yes,77,67,NotPlaced,Computer Science
7161,7.9,2,3,2,84,4.0,Yes,No,88,81,NotPlaced,Computer Science
7162,8.8,2,3,2,90,4.8,Yes,Yes,66,85,Placed,Civil Engineering
7163,7.5,1,2,1,73,4.4,No,Yes,69,79,NotPlaced,Mechanical Engineering
7164,8.7,1,3,0,90,4.5,Yes,Yes,82,85,Placed,Business Administration
7165,7.2,2,3,0,85,4.8,No,Yes,79,82,NotPlaced,Computer Science
7166,7.4,1,1,0,87,3.2,No,No,61,72,NotPlaced,Mechanical Engineering
7167,6.5,1,2,0,72,4.3,Yes,Yes,65,68,Placed,Computer Science
7168,7.8,2,3,0,78,4.8,Yes,No,74,82,Placed,Computer Science
7169,6.8,1,1,1,77,3.3,No,Yes,55,58,NotPlaced,Mechanical Engineering
7170,8.0,2,1,2,78,4.4,No,Yes,80,66,Placed,Business Administration
7171,8.7,1,3,3,87,4.7,Yes,Yes,68,84,Placed,Biotechnology
7172,6.5,1,1,0,74,3.9,Yes,Yes,55,72,NotPlaced,Computer Science
7173,7.3,1,2,0,80,3.7,No,Yes,55,69,Placed,Computer Science
7174,6.8,0,1,0,84,4.0,No,Yes,80,69,NotPlaced,Computer Science
7175,7.5,2,3,3,86,4.1,Yes,Yes,69,86,NotPlaced,Mechanical Engineering
7176,7.7,2,1,0,65,3.5,Yes,No,64,62,NotPlaced,Civil Engineering
7177,7.3,1,1,0,72,3.7,No,No,60,85,NotPlaced,Mechanical Engineering
7178,6.8,1,1,1,80,3.5,No,Yes,64,70,NotPlaced,Computer Science
7179,7.5,1,2,1,76,4.1,Yes,Yes,55,62,NotPlaced,Electrical Engineering
7180,6.6,2,1,2,90,4.8,Yes,No,84,67,NotPlaced,Computer Science
7181,7.4,0,2,0,69,4.2,No,Yes,59,62,NotPlaced,Civil Engineering
7182,7.4,1,3,0,84,4.1,Yes,Yes,55,73,NotPlaced,Computer Science
7183,8.0,2,2,2,85,4.7,Yes,Yes,75,84,Placed,Mechanical Engineering
7184,7.5,1,1,0,84,4.7,Yes,Yes,79,85,Placed,Computer Science
7185,7.6,0,1,1,77,4.6,No,Yes,55,68,NotPlaced,Electrical Engineering
7186,8.2,2,3,2,90,4.8,Yes,Yes,79,79,Placed,Business Administration
7187,8.0,2,3,2,89,3.7,No,Yes,81,83,Placed,Computer Science
7188,8.4,2,2,3,82,4.3,Yes,No,75,83,NotPlaced,Computer Science
7189,7.6,1,1,0,88,3.9,No,Yes,55,68,NotPlaced,Business Administration
7190,6.5,0,2,0,90,4.5,No,No,55,64,NotPlaced,Business Administration
7191,7.8,2,3,2,90,4.8,Yes,Yes,87,84,Placed,Mechanical Engineering
7192,7.4,0,1,0,73,4.1,No,No,63,72,NotPlaced,Computer Science
7193,8.5,2,3,2,90,4.8,Yes,Yes,82,87,Placed,Computer Science
7194,7.6,1,2,0,73,3.7,No,Yes,67,61,NotPlaced,Mechanical Engineering
7195,7.6,1,1,1,71,4.1,Yes,Yes,62,79,NotPlaced,Mechanical Engineering
7196,8.2,1,2,2,90,4.8,Yes,Yes,71,88,Placed,Electrical Engineering
7197,8.4,2,3,2,90,4.8,Yes,Yes,73,88,Placed,Computer Science
7198,6.9,1,1,0,76,4.0,No,Yes,77,76,NotPlaced,Business Administration
7199,6.5,1,1,0,68,4.0,Yes,No,69,66,NotPlaced,Mechanical Engineering
7200,7.6,2,3,2,77,4.8,Yes,Yes,79,77,NotPlaced,Computer Science
7201,7.4,1,0,2,73,4.2,No,Yes,90,72,NotPlaced,Civil Engineering
7202,6.5,1,1,0,72,4.0,No,No,64,71,NotPlaced,Computer Science
7203,8.3,1,3,1,90,4.8,Yes,Yes,71,84,NotPlaced,Computer Science
7204,7.4,1,3,0,77,4.8,No,Yes,56,68,NotPlaced,Computer Science
7205,7.7,1,1,1,66,3.9,No,No,55,65,NotPlaced,Mechanical Engineering
7206,7.4,1,3,2,74,4.1,Yes,Yes,79,81,Placed,Biotechnology
7207,6.6,0,3,0,84,4.8,Yes,Yes,78,73,Placed,Computer Science
7208,8.3,1,1,1,70,4.3,No,No,58,67,NotPlaced,Computer Science
7209,8.3,2,3,2,90,4.6,Yes,Yes,78,79,Placed,Computer Science
7210,7.9,1,3,0,64,4.1,Yes,Yes,56,70,NotPlaced,Computer Science
7211,8.1,1,3,2,90,4.8,Yes,Yes,85,82,Placed,Computer Science
7212,8.0,1,1,2,79,4.6,No,No,58,70,NotPlaced,Computer Science
7213,7.9,0,3,2,82,4.4,Yes,Yes,74,83,Placed,Mechanical Engineering
7214,7.6,2,1,0,84,4.4,Yes,No,55,83,NotPlaced,Mechanical Engineering
7215,7.5,1,1,3,77,4.4,No,Yes,55,64,NotPlaced,Mechanical Engineering
7216,8.4,1,2,1,87,3.6,No,Yes,55,57,NotPlaced,Business Administration
7217,8.3,0,1,1,73,4.3,No,Yes,59,71,Placed,Computer Science
7218,6.5,1,1,0,74,3.5,No,Yes,64,69,NotPlaced,Mechanical Engineering
7219,7.7,1,3,2,90,4.8,Yes,Yes,77,81,Placed,Electrical Engineering
7220,8.1,0,2,1,85,4.8,Yes,No,87,80,NotPlaced,Mechanical Engineering
7221,6.5,1,1,0,84,4.0,No,Yes,62,75,NotPlaced,Computer Science
7222,8.3,2,3,0,83,4.8,Yes,Yes,84,79,Placed,Computer Science
7223,7.3,1,2,0,82,4.4,Yes,No,55,65,NotPlaced,Mechanical Engineering
7224,7.5,1,1,1,67,4.0,No,No,55,71,NotPlaced,Mechanical Engineering
7225,7.7,1,2,0,82,4.4,No,Yes,55,69,NotPlaced,Electrical Engineering
7226,7.7,0,1,2,68,4.2,Yes,No,75,71,NotPlaced,Business Administration
7227,8.2,1,3,0,90,4.4,No,Yes,70,84,NotPlaced,Business Administration
7228,8.7,2,1,2,81,4.5,Yes,Yes,80,80,NotPlaced,Electrical Engineering
7229,6.5,1,1,1,70,4.3,No,No,55,75,NotPlaced,Mechanical Engineering
7230,6.7,1,2,0,72,4.3,No,Yes,55,72,NotPlaced,Computer Science
7231,8.0,2,2,3,82,4.0,Yes,Yes,59,82,Placed,Civil Engineering
7232,7.1,0,1,0,71,3.8,No,No,55,61,NotPlaced,Computer Science
7233,7.4,1,1,1,75,3.5,No,No,68,83,NotPlaced,Mechanical Engineering
7234,7.2,0,1,1,75,4.1,No,No,63,80,NotPlaced,Biotechnology
7235,8.4,1,3,0,86,4.7,Yes,Yes,79,84,Placed,Computer Science
7236,8.3,2,2,2,85,4.8,Yes,Yes,76,88,Placed,Civil Engineering
7237,7.7,1,2,0,77,3.9,No,Yes,69,79,NotPlaced,Computer Science
7238,6.8,1,2,1,79,4.6,No,No,63,78,NotPlaced,Biotechnology
7239,8.2,1,3,0,80,4.6,Yes,Yes,81,71,Placed,Business Administration
7240,8.2,2,3,2,81,4.8,Yes,Yes,81,83,Placed,Electrical Engineering
7241,8.3,2,3,2,90,4.7,Yes,Yes,63,87,Placed,Computer Science
7242,7.6,1,2,1,77,4.6,No,Yes,72,69,NotPlaced,Electrical Engineering
7243,8.6,1,3,2,88,4.8,Yes,Yes,79,88,Placed,Business Administration
7244,8.0,1,1,2,82,4.8,No,No,69,68,NotPlaced,Business Administration
7245,7.6,1,1,1,88,4.0,No,Yes,59,61,NotPlaced,Mechanical Engineering
7246,8.2,1,1,0,76,4.8,No,Yes,82,82,Placed,Biotechnology
7247,6.5,0,1,0,64,3.9,No,Yes,62,66,NotPlaced,Business Administration
7248,7.6,2,3,2,90,4.8,Yes,Yes,81,84,Placed,Business Administration
7249,8.4,0,3,2,90,4.8,Yes,Yes,75,83,Placed,Mechanical Engineering
7250,6.5,1,1,1,62,3.5,No,No,55,73,NotPlaced,Computer Science
7251,7.5,2,2,0,72,4.2,Yes,Yes,77,86,Placed,Civil Engineering
7252,8.5,2,2,2,85,4.5,Yes,Yes,68,86,NotPlaced,Civil Engineering
7253,7.6,1,2,0,77,4.1,No,Yes,55,58,NotPlaced,Electrical Engineering
7254,8.5,1,2,0,89,4.8,Yes,Yes,74,82,Placed,Business Administration
7255,7.5,0,1,0,76,4.0,No,Yes,55,86,NotPlaced,Computer Science
7256,6.6,2,3,2,79,4.4,Yes,Yes,82,83,Placed,Mechanical Engineering
7257,8.0,2,1,1,77,3.8,No,Yes,83,64,NotPlaced,Computer Science
7258,6.6,1,1,0,71,3.1,No,Yes,64,67,NotPlaced,Mechanical Engineering
7259,7.5,1,1,1,72,3.8,No,Yes,55,68,NotPlaced,Computer Science
7260,8.5,2,3,2,90,4.8,Yes,Yes,79,88,Placed,Computer Science
7261,6.8,2,2,0,76,4.2,No,Yes,59,65,NotPlaced,Computer Science
7262,8.1,2,3,3,90,4.7,Yes,No,83,82,NotPlaced,Computer Science
7263,7.6,1,3,0,87,3.9,No,Yes,66,84,NotPlaced,Business Administration
7264,6.8,1,1,0,60,3.5,No,Yes,55,57,NotPlaced,Computer Science
7265,7.7,1,1,1,67,3.7,No,No,55,68,NotPlaced,Mechanical Engineering
7266,8.1,1,3,0,88,4.8,Yes,Yes,75,83,Placed,Civil Engineering
7267,7.4,1,1,0,85,3.9,No,Yes,62,68,NotPlaced,Business Administration
7268,7.4,1,1,0,81,4.3,Yes,Yes,67,70,NotPlaced,Computer Science
7269,7.6,0,1,0,72,3.6,No,No,55,61,NotPlaced,Mechanical Engineering
7270,7.9,1,1,0,70,4.3,Yes,Yes,73,68,NotPlaced,Mechanical Engineering
7271,8.2,1,3,0,90,4.8,Yes,Yes,82,72,Placed,Business Administration
7272,7.6,1,2,0,66,4.5,No,Yes,55,76,NotPlaced,Mechanical Engineering
7273,6.5,1,3,0,82,4.7,Yes,Yes,55,82,Placed,Mechanical Engineering
7274,6.5,2,3,0,76,3.8,No,Yes,86,70,NotPlaced,Business Administration
7275,7.6,1,1,0,64,3.4,No,No,55,59,NotPlaced,Electrical Engineering
7276,8.3,1,2,1,77,3.5,No,Yes,65,68,NotPlaced,Business Administration
7277,6.5,2,3,2,87,4.8,Yes,Yes,71,84,Placed,Computer Science
7278,6.8,1,2,0,83,4.3,No,No,57,64,NotPlaced,Computer Science
7279,7.6,0,3,0,80,4.4,Yes,Yes,83,74,NotPlaced,Business Administration
7280,8.0,1,1,2,78,4.3,Yes,No,67,69,NotPlaced,Electrical Engineering
7281,8.2,2,3,2,90,4.8,Yes,Yes,82,84,Placed,Business Administration
7282,6.5,0,1,0,66,3.8,No,No,55,62,NotPlaced,Mechanical Engineering
7283,8.3,2,3,2,90,4.8,Yes,Yes,78,84,Placed,Computer Science
7284,7.3,1,1,0,74,4.3,No,No,57,69,NotPlaced,Mechanical Engineering
7285,7.8,1,1,1,76,4.8,No,No,59,70,NotPlaced,Biotechnology
7286,7.8,1,1,1,77,4.1,No,No,69,68,NotPlaced,Computer Science
7287,8.6,1,3,2,85,4.8,Yes,Yes,78,85,Placed,Computer Science
7288,6.5,1,2,3,81,4.2,No,Yes,57,67,NotPlaced,Civil Engineering
7289,6.9,1,1,1,81,4.0,No,Yes,70,70,Placed,Business Administration
7290,6.5,1,2,1,68,4.3,Yes,Yes,73,74,NotPlaced,Computer Science
7291,8.5,2,2,2,90,4.8,Yes,Yes,78,77,Placed,Computer Science
7292,8.1,1,2,2,84,4.5,Yes,Yes,62,84,Placed,Biotechnology
7293,6.7,0,1,0,76,4.2,Yes,Yes,62,66,NotPlaced,Biotechnology
7294,7.4,2,3,1,81,4.8,Yes,Yes,71,78,NotPlaced,Computer Science
7295,7.6,1,1,2,81,4.8,No,No,84,67,NotPlaced,Computer Science
7296,7.7,0,1,1,67,4.4,No,No,55,61,NotPlaced,Mechanical Engineering
7297,8.0,2,3,2,90,4.5,Yes,Yes,85,82,Placed,Computer Science
7298,8.1,2,3,2,90,4.7,Yes,Yes,78,82,Placed,Mechanical Engineering
7299,6.5,2,1,1,78,3.5,No,Yes,61,67,NotPlaced,Computer Science
7300,8.4,2,2,0,79,4.6,No,Yes,65,86,Placed,Biotechnology
7301,7.4,1,2,1,69,4.6,No,Yes,55,68,NotPlaced,Computer Science
7302,7.5,0,2,1,73,3.6,No,Yes,55,65,NotPlaced,Computer Science
7303,8.1,2,3,1,90,4.7,Yes,No,74,84,Placed,Biotechnology
7304,7.6,0,2,0,61,3.8,No,Yes,55,67,NotPlaced,Electrical Engineering
7305,7.0,1,1,0,76,4.8,Yes,No,70,63,Placed,Computer Science
7306,6.8,1,1,0,72,4.2,No,Yes,60,68,NotPlaced,Computer Science
7307,7.8,2,2,1,79,4.6,Yes,No,79,71,NotPlaced,Computer Science
7308,8.5,0,3,0,90,4.8,Yes,Yes,79,82,Placed,Computer Science
7309,6.5,1,1,0,66,4.8,Yes,No,60,64,NotPlaced,Computer Science
7310,8.5,0,1,0,73,4.3,Yes,Yes,73,67,NotPlaced,Computer Science
7311,8.5,1,1,2,85,4.3,Yes,Yes,57,61,NotPlaced,Biotechnology
7312,8.5,2,3,2,90,4.8,Yes,Yes,83,88,Placed,Biotechnology
7313,6.5,1,2,0,86,4.4,Yes,Yes,55,66,NotPlaced,Computer Science
7314,6.6,1,1,0,74,3.6,No,No,55,67,NotPlaced,Computer Science
7315,8.5,1,3,0,88,4.7,Yes,Yes,76,83,Placed,Computer Science
7316,6.8,1,3,0,80,3.9,Yes,No,60,70,NotPlaced,Mechanical Engineering
7317,8.3,2,3,2,84,4.7,Yes,Yes,68,80,Placed,Computer Science
7318,8.4,1,3,0,73,4.5,Yes,Yes,82,83,NotPlaced,Computer Science
7319,8.4,1,1,2,76,3.7,No,Yes,55,60,NotPlaced,Computer Science
7320,8.5,0,3,0,90,4.8,Yes,Yes,55,86,Placed,Civil Engineering
7321,6.5,1,1,0,71,4.3,Yes,Yes,62,70,NotPlaced,Mechanical Engineering
7322,8.3,1,3,2,82,4.3,Yes,Yes,61,66,NotPlaced,Mechanical Engineering
7323,8.4,1,1,1,70,4.2,No,No,62,68,NotPlaced,Civil Engineering
7324,8.1,2,3,0,87,4.4,Yes,Yes,69,78,Placed,Mechanical Engineering
7325,7.3,1,2,1,61,4.7,Yes,Yes,68,72,NotPlaced,Business Administration
7326,7.5,0,1,0,81,4.2,No,No,67,60,NotPlaced,Computer Science
7327,7.4,0,2,1,75,4.1,No,Yes,78,65,Placed,Computer Science
7328,7.7,1,3,2,78,4.6,Yes,Yes,83,81,NotPlaced,Mechanical Engineering
7329,6.6,1,1,0,83,4.4,No,No,55,62,NotPlaced,Civil Engineering
7330,7.9,1,3,0,82,4.7,Yes,No,57,72,NotPlaced,Electrical Engineering
7331,8.4,0,2,2,87,4.3,Yes,Yes,77,67,NotPlaced,Business Administration
7332,8.0,1,2,1,78,3.6,Yes,Yes,79,83,NotPlaced,Mechanical Engineering
7333,8.0,0,3,2,90,4.1,Yes,Yes,59,86,NotPlaced,Computer Science
7334,8.3,1,3,2,90,4.8,Yes,Yes,75,85,Placed,Electrical Engineering
7335,7.8,0,1,0,74,4.5,No,No,55,69,NotPlaced,Mechanical Engineering
